"3.1:1_50","2742165491270221407","RESPONDENT","REJECT"
"3.1:1_50","1143409842130475681","BIDDER","1"
"3.1:2_50","2742165491270221407","BIDDER","1"
"3.1:2_50","1143409842130475681","RESPONDENT","REJECT"
"3.1:1_50","268834165469142501","BIDDER","1"
"3.1:1_50","1866485237890815039","RESPONDENT","REJECT"
"3.1:2_50","268834165469142501","RESPONDENT","ACCEPT"
"3.1:2_50","1866485237890815039","BIDDER","1"
"3.1:1_50","1152264498974623379","BIDDER","88"
"3.1:1_50","893105978371245592","RESPONDENT","ACCEPT"
"3.1:2_50","1152264498974623379","BIDDER","50"
"3.1:2_50","893105978371245592","RESPONDENT","REJECT"
"3.1:1_50","2007136161421278353","BIDDER","56"
"3.1:1_50","5411088691097927593","RESPONDENT","REJECT"
"3.1:2_50","2007136161421278353","RESPONDENT","ACCEPT"
"3.1:2_50","5411088691097927593","BIDDER","76"
"3.1:1_50","5411088691097927593","BIDDER","78"
"3.1:1_50","2007136161421278353","RESPONDENT","ACCEPT"
"3.1:2_50","5411088691097927593","RESPONDENT","REJECT"
"3.1:2_50","2007136161421278353","BIDDER","11"
"3.1:1_50","5411088691097927593","BIDDER","28"
"3.1:1_50","2007136161421278353","RESPONDENT","REJECT"
"3.1:2_50","5411088691097927593","BIDDER","24"
"3.1:2_50","2007136161421278353","RESPONDENT","ACCEPT"
"3.1:1_50","2007136161421278353","RESPONDENT","REJECT"
"3.1:1_50","5411088691097927593","BIDDER","95"
"3.1:2_50","2007136161421278353","RESPONDENT","REJECT"
"3.1:2_50","5411088691097927593","BIDDER","22"
"3.1:1_50","2007136161421278353","RESPONDENT","REJECT"
"3.1:1_50","5411088691097927593","BIDDER","20"
"3.1:2_50","2007136161421278353","RESPONDENT","ACCEPT"
"3.1:2_50","5411088691097927593","BIDDER","33"
"3.1:1_50","2007136161421278353","RESPONDENT","ACCEPT"
"3.1:1_50","5411088691097927593","BIDDER","24"
"3.1:2_50","2007136161421278353","BIDDER","ACCEPT","50"
"3.1:2_50","5411088691097927593","RESPONDENT","33","ACCEPT"
"3.1:1_50","5411088691097927593","BIDDER","43"
"3.1:1_50","15979887681031825059","RESPONDENT","ACCEPT"
"3.1:2_50","5411088691097927593","RESPONDENT","REJECT"
"3.1:2_50","15979887681031825059","BIDDER","47"
"3.1:1_50","5411088691097927593","RESPONDENT","43","REJECT"
"3.1:1_50","15979887681031825059","BIDDER","ACCEPT","12"
"3.1:2_50","5411088691097927593","BIDDER","REJECT","33"
"3.1:2_50","15979887681031825059","RESPONDENT","47","ACCEPT"
"3.1:1_50","21432883211857911239","BIDDER","50"
"3.1:1_50","8015631241881292832","RESPONDENT","ACCEPT"
"3.1:2_50","21432883211857911239","BIDDER","3"
"3.1:2_50","8015631241881292832","RESPONDENT","ACCEPT"
"3.1:3_50","21432883211857911239","RESPONDENT","REJECT"
"3.1:3_50","8015631241881292832","BIDDER","12"
"3.1:4_50","21432883211857911239","RESPONDENT","REJECT"
"3.1:4_50","8015631241881292832","BIDDER","42"
"3.1:5_50","21432883211857911239","RESPONDENT","REJECT"
"3.1:5_50","8015631241881292832","BIDDER","64"
"3.1:6_50","21432883211857911239","BIDDER","2"
"3.1:6_50","8015631241881292832","RESPONDENT","ACCEPT"
"3.1:7_50","21432883211857911239","RESPONDENT","REJECT"
"3.1:7_50","8015631241881292832","BIDDER","91"
"3.1:8_50","21432883211857911239","BIDDER","42"
"3.1:8_50","8015631241881292832","RESPONDENT","ACCEPT"
"3.1:9_50","21432883211857911239","BIDDER","19"
"3.1:9_50","8015631241881292832","RESPONDENT","ACCEPT"
"3.1:10_50","21432883211857911239","RESPONDENT","ACCEPT"
"3.1:10_50","8015631241881292832","BIDDER","87"
"3.1:1_50","1234270653592773036","RESPONDENT","ACCEPT"
"3.1:1_50","322539812366027227","BIDDER","19"
"3.1:2_50","1234270653592773036","BIDDER","93"
"3.1:2_50","322539812366027227","RESPONDENT","ACCEPT"
"3.1:3_50","1234270653592773036","BIDDER","85"
"3.1:3_50","322539812366027227","RESPONDENT","REJECT"
"3.1:4_50","1234270653592773036","BIDDER","21"
"3.1:4_50","322539812366027227","RESPONDENT","REJECT"
"3.1:5_50","1234270653592773036","BIDDER","41"
"3.1:5_50","322539812366027227","RESPONDENT","ACCEPT"
"3.1:6_50","1234270653592773036","RESPONDENT","ACCEPT"
"3.1:6_50","322539812366027227","BIDDER","68"
"3.1:7_50","1234270653592773036","BIDDER","45"
"3.1:7_50","322539812366027227","RESPONDENT","ACCEPT"
"3.1:8_50","1234270653592773036","RESPONDENT","REJECT"
"3.1:8_50","322539812366027227","BIDDER","55"
"3.1:9_50","1234270653592773036","BIDDER","71"
"3.1:9_50","322539812366027227","RESPONDENT","REJECT"
"3.1:10_50","1234270653592773036","RESPONDENT","ACCEPT"
"3.1:10_50","322539812366027227","BIDDER","59"
"3.1:1_50","13576128361033328129","BIDDER","31"
"3.1:1_50","4750455911807094376","RESPONDENT","REJECT"
"3.1:2_50","13576128361033328129","BIDDER","38"
"3.1:2_50","4750455911807094376","RESPONDENT","ACCEPT"
"3.1:3_50","13576128361033328129","BIDDER","56"
"3.1:3_50","4750455911807094376","RESPONDENT","REJECT"
"3.1:4_50","13576128361033328129","RESPONDENT","REJECT"
"3.1:4_50","4750455911807094376","BIDDER","66"
"3.1:5_50","13576128361033328129","BIDDER","86"
"3.1:5_50","4750455911807094376","RESPONDENT","REJECT"
"3.1:6_50","13576128361033328129","BIDDER","23"
"3.1:6_50","4750455911807094376","RESPONDENT","ACCEPT"
"3.1:7_50","13576128361033328129","RESPONDENT","REJECT"
"3.1:7_50","4750455911807094376","BIDDER","71"
"3.1:8_50","13576128361033328129","RESPONDENT","REJECT"
"3.1:8_50","4750455911807094376","BIDDER","99"
"3.1:9_50","13576128361033328129","BIDDER","100"
"3.1:9_50","4750455911807094376","RESPONDENT","REJECT"
"3.1:10_50","13576128361033328129","BIDDER","59"
"3.1:10_50","4750455911807094376","RESPONDENT","ACCEPT"
"3.1:1_50","1234270653592773036","BIDDER","ACCEPT","7"
"3.1:1_50","322539812366027227","RESPONDENT","19","ACCEPT"
"3.1:2_50","1234270653592773036","RESPONDENT","93","REJECT"
"3.1:2_50","322539812366027227","BIDDER","ACCEPT","51"
"3.1:3_50","1234270653592773036","BIDDER","22"
"3.1:3_50","322539812366027227","RESPONDENT","ACCEPT"
"3.1:4_50","1234270653592773036","BIDDER","18"
"3.1:4_50","322539812366027227","RESPONDENT","REJECT"
"3.1:5_50","1234270653592773036","BIDDER","43"
"3.1:5_50","322539812366027227","RESPONDENT","ACCEPT"
"3.1:6_50","1234270653592773036","RESPONDENT","REJECT"
"3.1:6_50","322539812366027227","BIDDER","73"
"3.1:7_50","1234270653592773036","BIDDER","51"
"3.1:7_50","322539812366027227","RESPONDENT","ACCEPT"
"3.1:8_50","1234270653592773036","RESPONDENT","ACCEPT"
"3.1:8_50","322539812366027227","BIDDER","11"
"3.1:9_50","1234270653592773036","RESPONDENT","71","ACCEPT"
"3.1:9_50","322539812366027227","BIDDER","REJECT","18"
"3.1:10_50","1234270653592773036","BIDDER","ACCEPT","89"
"3.1:10_50","322539812366027227","RESPONDENT","59","ACCEPT"
"3.1:1_50","13576128361033328129","RESPONDENT","31","REJECT"
"3.1:1_50","4750455911807094376","BIDDER","REJECT","98"
"3.1:2_50","13576128361033328129","RESPONDENT","38","REJECT"
"3.1:2_50","4750455911807094376","BIDDER","ACCEPT","37"
"3.1:3_50","13576128361033328129","BIDDER","59"
"3.1:3_50","4750455911807094376","RESPONDENT","ACCEPT"
"3.1:4_50","13576128361033328129","BIDDER","REJECT","17"
"3.1:4_50","4750455911807094376","RESPONDENT","66","REJECT"
"3.1:5_50","13576128361033328129","BIDDER","57"
"3.1:5_50","4750455911807094376","RESPONDENT","ACCEPT"
"3.1:6_50","13576128361033328129","RESPONDENT","23","ACCEPT"
"3.1:6_50","4750455911807094376","BIDDER","ACCEPT","85"
"3.1:7_50","13576128361033328129","RESPONDENT","REJECT"
"3.1:7_50","4750455911807094376","BIDDER","100"
"3.1:8_50","13576128361033328129","BIDDER","REJECT","58"
"3.1:8_50","4750455911807094376","RESPONDENT","99","REJECT"
"3.1:9_50","13576128361033328129","BIDDER","84"
"3.1:9_50","4750455911807094376","RESPONDENT","REJECT"
"3.1:10_50","13576128361033328129","RESPONDENT","59","ACCEPT"
"3.1:10_50","4750455911807094376","BIDDER","ACCEPT","30"
"3.1:1_50","1234270653592773036","RESPONDENT","ACCEPT","7"
"3.1:1_50","322539812366027227","BIDDER","2","ACCEPT"
"3.1:2_50","1234270653592773036","RESPONDENT","93","REJECT"
"3.1:2_50","322539812366027227","BIDDER","ACCEPT","76"
"3.1:3_50","1234270653592773036","BIDDER","73"
"3.1:3_50","322539812366027227","RESPONDENT","REJECT"
"3.1:4_50","1234270653592773036","RESPONDENT","18","REJECT"
"3.1:4_50","322539812366027227","BIDDER","REJECT","50"
"3.1:5_50","1234270653592773036","BIDDER","53"
"3.1:5_50","322539812366027227","RESPONDENT","ACCEPT"
"3.1:6_50","1234270653592773036","RESPONDENT","REJECT"
"3.1:6_50","322539812366027227","BIDDER","38"
"3.1:7_50","1234270653592773036","RESPONDENT","51","REJECT"
"3.1:7_50","322539812366027227","BIDDER","ACCEPT","71"
"3.1:8_50","1234270653592773036","BIDDER","ACCEPT","26"
"3.1:8_50","322539812366027227","RESPONDENT","11","REJECT"
"3.1:9_50","1234270653592773036","BIDDER","96","ACCEPT"
"3.1:9_50","322539812366027227","RESPONDENT","ACCEPT","18"
"3.1:10_50","1234270653592773036","BIDDER","ACCEPT","39"
"3.1:10_50","322539812366027227","RESPONDENT","59","REJECT"
"3.1:1_50","10279283761776913363","BIDDER","94"
"3.1:1_50","1104470648943715602","RESPONDENT","ACCEPT"
"3.1:2_50","10279283761776913363","BIDDER","80"
"3.1:2_50","1104470648943715602","RESPONDENT","REJECT"
"3.1:3_50","10279283761776913363","BIDDER","18"
"3.1:3_50","1104470648943715602","RESPONDENT","REJECT"
"3.1:4_50","10279283761776913363","BIDDER","86"
"3.1:4_50","1104470648943715602","RESPONDENT","ACCEPT"
"3.1:5_50","10279283761776913363","BIDDER","36"
"3.1:5_50","1104470648943715602","RESPONDENT","REJECT"
"3.1:6_50","10279283761776913363","BIDDER","1"
"3.1:6_50","1104470648943715602","RESPONDENT","ACCEPT"
"3.1:7_50","10279283761776913363","BIDDER","97"
"3.1:7_50","1104470648943715602","RESPONDENT","REJECT"
"3.1:8_50","10279283761776913363","RESPONDENT","REJECT"
"3.1:8_50","1104470648943715602","BIDDER","90"
"3.1:9_50","10279283761776913363","RESPONDENT","ACCEPT"
"3.1:9_50","1104470648943715602","BIDDER","67"
"3.1:10_50","10279283761776913363","BIDDER","16"
"3.1:10_50","1104470648943715602","RESPONDENT","ACCEPT"
"3.1:1_50","13576128361033328129","BIDDER","17","REJECT"
"3.1:1_50","4750455911807094376","RESPONDENT","REJECT","98"
"3.1:2_50","13576128361033328129","RESPONDENT","38","REJECT"
"3.1:2_50","4750455911807094376","BIDDER","ACCEPT","36"
"3.1:3_50","13576128361033328129","RESPONDENT","59","ACCEPT"
"3.1:3_50","4750455911807094376","BIDDER","ACCEPT","94"
"3.1:4_50","13576128361033328129","RESPONDENT","REJECT","17"
"3.1:4_50","4750455911807094376","BIDDER","17","REJECT"
"3.1:5_50","13576128361033328129","BIDDER","14"
"3.1:5_50","4750455911807094376","RESPONDENT","REJECT"
"3.1:6_50","13576128361033328129","RESPONDENT","23","REJECT"
"3.1:6_50","4750455911807094376","BIDDER","ACCEPT","20"
"3.1:7_50","13576128361033328129","RESPONDENT","REJECT"
"3.1:7_50","4750455911807094376","BIDDER","47"
"3.1:8_50","13576128361033328129","BIDDER","REJECT","43"
"3.1:8_50","4750455911807094376","RESPONDENT","99","ACCEPT"
"3.1:9_50","13576128361033328129","RESPONDENT","84","REJECT"
"3.1:9_50","4750455911807094376","BIDDER","REJECT","70"
"3.1:10_50","13576128361033328129","RESPONDENT","59","ACCEPT"
"3.1:10_50","4750455911807094376","BIDDER","ACCEPT","57"
"3.1:1_50","10279283761776913363","BIDDER","24"
"3.1:1_50","1104470648943715602","RESPONDENT","REJECT"
"3.1:2_50","10279283761776913363","RESPONDENT","80","REJECT"
"3.1:2_50","1104470648943715602","BIDDER","REJECT","29"
"3.1:3_50","10279283761776913363","BIDDER","79"
"3.1:3_50","1104470648943715602","RESPONDENT","ACCEPT"
"3.1:4_50","10279283761776913363","BIDDER","65"
"3.1:4_50","1104470648943715602","RESPONDENT","ACCEPT"
"3.1:5_50","10279283761776913363","RESPONDENT","36","REJECT"
"3.1:5_50","1104470648943715602","BIDDER","REJECT","76"
"3.1:6_50","10279283761776913363","RESPONDENT","1","REJECT"
"3.1:6_50","1104470648943715602","BIDDER","ACCEPT","22"
"3.1:7_50","10279283761776913363","BIDDER","34"
"3.1:7_50","1104470648943715602","RESPONDENT","REJECT"
"3.1:8_50","10279283761776913363","RESPONDENT","REJECT"
"3.1:8_50","1104470648943715602","BIDDER","21"
"3.1:9_50","10279283761776913363","BIDDER","ACCEPT","76"
"3.1:9_50","1104470648943715602","RESPONDENT","67","ACCEPT"
"3.1:10_50","10279283761776913363","BIDDER","15"
"3.1:10_50","1104470648943715602","RESPONDENT","ACCEPT"
"3.1:1_50","1234270653592773036","BIDDER","ACCEPT","73"
"3.1:1_50","322539812366027227","RESPONDENT","2","REJECT"
"3.1:2_50","1234270653592773036","RESPONDENT","93","REJECT"
"3.1:2_50","322539812366027227","BIDDER","ACCEPT","61"
"3.1:3_50","1234270653592773036","RESPONDENT","73","ACCEPT"
"3.1:3_50","322539812366027227","BIDDER","REJECT","74"
"3.1:4_50","1234270653592773036","RESPONDENT","18","ACCEPT"
"3.1:4_50","322539812366027227","BIDDER","REJECT","100"
"3.1:5_50","1234270653592773036","RESPONDENT","53","ACCEPT"
"3.1:5_50","322539812366027227","BIDDER","ACCEPT","44"
"3.1:6_50","1234270653592773036","RESPONDENT","REJECT"
"3.1:6_50","322539812366027227","BIDDER","77"
"3.1:7_50","1234270653592773036","BIDDER","48","REJECT"
"3.1:7_50","322539812366027227","RESPONDENT","ACCEPT","71"
"3.1:8_50","1234270653592773036","RESPONDENT","REJECT","26"
"3.1:8_50","322539812366027227","BIDDER","87","REJECT"
"3.1:9_50","1234270653592773036","RESPONDENT","96","REJECT"
"3.1:9_50","322539812366027227","BIDDER","ACCEPT","37"
"3.1:10_50","1234270653592773036","RESPONDENT","ACCEPT","39"
"3.1:10_50","322539812366027227","BIDDER","4","REJECT"
"3.1:1_50","13576128361033328129","BIDDER","70","REJECT"
"3.1:1_50","4750455911807094376","RESPONDENT","ACCEPT","98"
"3.1:2_50","13576128361033328129","BIDDER","17","REJECT"
"3.1:2_50","4750455911807094376","RESPONDENT","REJECT","36"
"3.1:3_50","13576128361033328129","RESPONDENT","59","REJECT"
"3.1:3_50","4750455911807094376","BIDDER","ACCEPT","1"
"3.1:4_50","13576128361033328129","BIDDER","REJECT","16"
"3.1:4_50","4750455911807094376","RESPONDENT","17","ACCEPT"
"3.1:5_50","13576128361033328129","RESPONDENT","14","ACCEPT"
"3.1:5_50","4750455911807094376","BIDDER","REJECT","9"
"3.1:6_50","13576128361033328129","RESPONDENT","23","REJECT"
"3.1:6_50","4750455911807094376","BIDDER","ACCEPT","31"
"3.1:7_50","13576128361033328129","RESPONDENT","REJECT"
"3.1:7_50","4750455911807094376","BIDDER","77"
"3.1:8_50","13576128361033328129","RESPONDENT","ACCEPT","43"
"3.1:8_50","4750455911807094376","BIDDER","91","ACCEPT"
"3.1:9_50","13576128361033328129","RESPONDENT","84","REJECT"
"3.1:9_50","4750455911807094376","BIDDER","REJECT","18"
"3.1:10_50","13576128361033328129","BIDDER","25","ACCEPT"
"3.1:10_50","4750455911807094376","RESPONDENT","ACCEPT","57"
"3.1:1_50","10279283761776913363","RESPONDENT","24","ACCEPT"
"3.1:1_50","1104470648943715602","BIDDER","REJECT","16"
"3.1:2_50","10279283761776913363","BIDDER","41","REJECT"
"3.1:2_50","1104470648943715602","RESPONDENT","REJECT","29"
"3.1:3_50","10279283761776913363","RESPONDENT","79","ACCEPT"
"3.1:3_50","1104470648943715602","BIDDER","ACCEPT","56"
"3.1:4_50","10279283761776913363","RESPONDENT","65","REJECT"
"3.1:4_50","1104470648943715602","BIDDER","ACCEPT","25"
"3.1:5_50","10279283761776913363","RESPONDENT","36","REJECT"
"3.1:5_50","1104470648943715602","BIDDER","REJECT","31"
"3.1:6_50","10279283761776913363","RESPONDENT","1","ACCEPT"
"3.1:6_50","1104470648943715602","BIDDER","ACCEPT","7"
"3.1:7_50","10279283761776913363","BIDDER","63"
"3.1:7_50","1104470648943715602","RESPONDENT","ACCEPT"
"3.1:8_50","10279283761776913363","RESPONDENT","ACCEPT"
"3.1:8_50","1104470648943715602","BIDDER","20"
"3.1:9_50","10279283761776913363","BIDDER","ACCEPT","25"
"3.1:9_50","1104470648943715602","RESPONDENT","67","REJECT"
"3.1:10_50","10279283761776913363","RESPONDENT","15","ACCEPT"
"3.1:10_50","1104470648943715602","BIDDER","ACCEPT","18"
"3.1:1_50","1234270653592773036","BIDDER","ACCEPT","47"
"3.1:1_50","322539812366027227","RESPONDENT","2","REJECT"
"3.1:2_50","1234270653592773036","RESPONDENT","93","ACCEPT"
"3.1:2_50","322539812366027227","BIDDER","ACCEPT","14"
"3.1:3_50","1234270653592773036","RESPONDENT","73","ACCEPT"
"3.1:3_50","322539812366027227","BIDDER","REJECT","42"
"3.1:4_50","1234270653592773036","RESPONDENT","18","ACCEPT"
